mention_id;mention_text;doc_id;sentence_id;begin_index;end_index
M324    ;begin man hospital wake up find world know be go doe follow journey madness;A111;O23     ;1;13
M325    ;route encounter friend foe alike break action establish backstory adhere u character;A111;O24     ;1;11
M326    ;"";A111;O25     ;0;0
M327    ;sequel wa precursor spin-off currently air;A111;O26     ;10;5
M328    ;'s parallel movie take place same relative timeframe different location follow different character;A111;O27     ;1;12
M329    ;"";A111;O28     ;0;0
M330    ;Dawn boast little humor traffic exclusively danger still see thumbprint direct remake;A111;O29     ;0;11
M331    ;Often time thrill originate zombie;A111;O3      ;0;4
M332    ;remake feature great final girl nightmarish end leaf hero still peril;A111;O30     ;1;10
M333    ;"";A111;O31     ;0;0
M334    ;'s nothing specific link batshit grindhouse homage apart be zombie movie;A111;O32     ;6;10
M335    ;just really;A111;O33     ;1;1
M336    ;Well maybe be;A111;O34     ;0;2
M337    ;have badass female character cool weapon Darling machine gun leg wield twin samurai sword;A111;O35     ;1;13
M338    ;"";A111;O36     ;0;0
M339    ;be humorless post-apocalyptic odyssey narrow focus;A111;O37     ;9;5
M340    ;Based novel be story man son do best survive hellish new world;A111;O38     ;0;11
M341    ;"";A111;O39     ;0;0
M342    ;post-apocalyptic world not far remove know show doe n't ignore perilous effect event have human psyche;A111;O4      ;2;15
M343    ;Exit antebellum south lesser-known horror film be hide gem;A111;O40     ;0;8
M344    ;remind thank forest set hero search son lead zombie hell ha already claim wife;A111;O41     ;2;13
M345    ;zombie be awesome;A111;O42     ;3;2
M346    ;"";A111;O43     ;0;0
M347    ;run humor well horror fan appreciate amount downtime occur world end run amuck not;A111;O44     ;4;13
M348    ;also focus relationship live character n't seem get along;A111;O45     ;1;8
M349    ;see plenty;A111;O46     ;1;1
M350    ;amaze poster;A111;O47     ;2;1
M351    ;"";A111;O48     ;0;0
M352    ;suspense classic '70s feature zombie 's outdoor adventure never slow;A111;O49     ;2;9
M353    ;main character lead be always danger externally internally;A111;O5      ;1;7
M354    ;rather meet zombie disgust backwoods psycho film;A111;O50     ;4;6
M355    ;PIG;A111;O51     ;4;0
M356    ;thank buddy;A111;O52     ;1;1
M357    ;Share TwitterShare Pinterest;A111;O53     ;3;2
M358    ;zombie be constant threat human encounter never be trust sometimes even friend become foe;A111;O6      ;1;13
M359    ;'s versatility horror make special;A111;O7      ;1;4
M360    ;movie have be long time subject matter be nothing new;A111;O8      ;1;9
M361    ;Walking fan know scare come many place certain movie;A111;O9      ;1;8
M362    ;think cost produce solar wind energy have fall so low be competitive oil gas even subsidy currently receive government;A112;O1      ;17;18
M363    ;Image c;A112;O10     ;0;1
M364    ;wa train nuclear physicist explain reporter administration be still favor current push extend renewable energy tax credit really be need anymore;A112;O2      ;3;20
M365    ;s belief come very real statistic show solar wind market gain momentum;A112;O3      ;2;11
M366    ;back idea cite rooftop solar panel become cheap cent hour near future;A112;O4      ;11;11
M367    ;energy be also fall price electricity wind farm be now cost-competitive oil gas;A112;O5      ;1;12
M368    ;also demonstrate wind energy be become extremely cheap drop nearly cent hour;A112;O6      ;8;11
M369    ;report attribute drop “ lower wind turbine price instal project cost improvement expect [ production capacity;A112;O7      ;1;15
M370    ;course oil gas industry continue receive subsidy government long fossil fuel extraction become cheap easy nearly risk-free;A112;O8      ;1;16
M371    ;Therefore be reasonable expect solar wind get same chance way federal assistance;A112;O9      ;0;11
M372    ;Compugen be proud be name s number rank Canadian;A113;O1      ;2;8
M373    ;Compugen be largest privately own solution provider offer comprehensive portfolio sale support service;A113;O10     ;0;12
M374    ;Still operate guidance found company experience team professional help mid-sized large corporation government enterprise-level solution address business requirement integrate approach technology platform;A113;O11     ;0;21
M375    ;area include;A113;O12     ;1;1
M376    ;offering include on-site;A113;O13     ;1;2
M377    ;Product Services include complete warehouse configuration logistics organization encompass remarketing recycle end life technology;A113;O14     ;0;13
M378    ;finance service be provide;A113;O15     ;1;3
M379    ;distinction be base competitive rank other partner accord number win software sale software funnel professional service funnel sale new business win enterprise business win accreditation;A113;O2      ;1;24
M380    ;wa recognize Year;A113;O3      ;5;2
M381    ;premier service-support organization ha be able leverage people tool process integrate seamlessly global support organization regional support call be address language customer s choice qualify support personnel;A113;O4      ;2;26
M382    ;level language support integration have grow include frontline Tier-one personnel customer requirement multiple language help customer world;A113;O5      ;1;16
M383    ;’ m extremely proud work ha do;A113;O6      ;2;6
M384    ;engagement team leadership ha be second none have build great momentum;A113;O7      ;1;10
M385    ;Let s shoot say s;A113;O8      ;0;4
M386    ;have achieve great thing past year be unique business relationship base vision become services-led organization s innovative approach information management say;A113;O9      ;2;20
M387    ;Sankt-Peterburg here hour delay due fog;A114;O1      ;3;5
M388    ;Went then visit use be pad found;A114;O2      ;0;6
M389    ;like see place be watch attach min video couple photo;A114;O3      ;3;9
M390    ;’ m year old have finally discover “ grown-up ” relationship really look;A115;O1      ;1;12
M391    ;send real man;A115;O10     ;1;2
M392    ;know ’ ve realize grown-up relationship mean;A115;O11     ;1;6
M393    ;Most be probably lucky enough already know ’ m go share own earth shatter realization real man grown-up relationship really doe;A115;O12     ;0;20
M395    ;doesn ’ t wait call doesn ’ t ignore text message phone call make feel be only best partner world;A115;O14     ;1;19
M396    ;love hear voice morning want hear go sleep;A115;O15     ;1;7
M397    ;remind day be important be important part life;A115;O16     ;1;7
M398    ;Second ’ s honest;A115;O17     ;0;3
M399    ;tell be wonderful be sound bite crazy;A115;O18     ;1;6
M400    ;tell look beautiful want donate well-worn blue dress;A115;O19     ;1;7
M401    ;shake head try very hard not regret many moment year ’ ve realize last year have idea real honest goodness relationship really wa;A115;O2      ;1;22
M402    ;admire child strength gently remind make misstep;A115;O20     ;1;6
M403    ;be bite blind instances…it ’ s maternal component bring occasional bout blindness;A115;O21     ;2;11
M404    ;Third make easy YOU be honest;A115;O22     ;0;5
M405    ;listen bore story silly fear occasional trip world crazy rant;A115;O23     ;1;9
M406    ;never make feel hide side myself always ha response make;A115;O24     ;1;9
M407    ;Sometimes think share ’ s heart be so ease man;A115;O25     ;0;9
M408    ;go do know best thing be particular grown-up relationship;A115;O26     ;4;8
M409    ;besides fact ’ m crazy him… ’ s decide show world ’ ve never see;A115;O27     ;3;14
M410    ;say world really mean;A115;O28     ;3;3
M411    ;cause s adventure have be raise entirely new level .....;A115;O29     ;3;9
M412    ;have incredibly horrible/wonderful child remind single day thankful be;A115;O3      ;1;8
M413    ;’ s ’ ve come know real mean joy true love despair fear great pride gratitude;A115;O4      ;1;15
M414    ;’ s also soul ’ t regret many year spend unfortunate marriage;A115;O5      ;1;11
M415    ;wasn ’ t still raw fact someone not be name manage steal ½ retirement actually thank child;A115;O6      ;3;16
M416    ;Last year take pity;A115;O7      ;0;3
M417    ;know finally love respect guess decide wa ready be love someone else;A115;O8      ;1;11
M418    ;time send someone way be kind generous love handsome funny dance nobody s business;A115;O9      ;2;13
M419    ;call international framework prevent be weaponize tool national aggression hold prospect forceful response hack attack;A116;O1      ;5;14
M420    ;set visit next week say conference business leader talk include cybersecurity topic ha become point friction U.S.-Chinese relation;A116;O2      ;5;17
M421    ;person brief think say doe not plan impose sanction Chinese entity economic cyber attack ahead visit avoid be see diplomatic disaster;A116;O3      ;1;20
M422    ;"";A116;O4      ;0;0
M423    ;deliver only fully integrate open source enterprise middleware platform support today s enterprise environments—internally cloud mobile device;A117;O1      ;1;16
M424    ;then explain ha help large company implement architecture incorporate characteristic;A117;O10     ;1;9
M425    ;Additionally discus pro con different architectural approach;A117;O11     ;0;6
M426    ;Introduction s presentation ” be hold p.m.;A117;O12     ;3;6
M427    ;talk provide overview architecture be base open source project platform service framework system manage cluster container multiple host;A117;O13     ;2;17
M428    ;then discus WSO2 support open platform build ship run distribute application;A117;O14     ;2;10
M429    ;Next explore core feature such auto-scaling cloud-bursting monitor;A117;O15     ;0;7
M430    ;then conclude explain WSO2 enable use middleware platform private cloud deployment number other product application require scalability;A117;O16     ;1;16
